nullsociable0,sociable1,sociable2,sociable3,sociable4,sociable5,sociable6,sociable7,sociable8,sociable9,sociable10,sociable11,sociable12
0.2919186515376532,0.2919186515376532,0.2919186515376532,0.2919186515376532,0.2919186515376532,0.2919186515376532,0.2919186515376532,0.2919186515376532,0.2919186515376532,0.2919186515376532,0.2919186515376532,0.2919186515376532,0.2919186515376532
0.21478472870304927,0.21478472870304927,0.21478472870304927,0.21478472870304927,0.21478472870304927,0.21478472870304927,0.21478472870304927,0.21478472870304927,0.21478472870304927,0.21478472870304927,0.21478472870304927,0.21478472870304927,0.21478472870304927
0.2478002031489926,0.2478002031489926,0.2478002031489926,0.2478002031489926,0.2478002031489926,0.2478002031489926,0.2478002031489926,0.2478002031489926,0.2478002031489926,0.2478002031489926,0.2478002031489926,0.2478002031489926,0.2478002031489926
0.7296890825349676,0.7296890825349676,0.7296890825349676,0.7296890825349676,0.7296890825349676,0.7296890825349676,0.7296890825349676,0.7296890825349676,0.7296890825349676,0.7296890825349676,0.7296890825349676,0.7296890825349676,0.7296890825349676
0.4857405691748031,0.4857405691748031,0.4857405691748031,0.4857405691748031,0.4857405691748031,0.4857405691748031,0.4857405691748031,0.4857405691748031,0.4857405691748031,0.4857405691748031,0.4857405691748031,0.4857405691748031,0.4857405691748031
0.6917263445461618,0.6917263445461618,0.6917263445461618,0.6917263445461618,0.6917263445461618,0.6917263445461618,0.6917263445461618,0.6917263445461618,0.6917263445461618,0.6917263445461618,0.6917263445461618,0.6917263445461618,0.6917263445461618
0.9820238315340131,0.9820238315340131,0.9820238315340131,0.9820238315340131,0.9820238315340131,0.9820238315340131,0.9820238315340131,0.9820238315340131,0.9820238315340131,0.9820238315340131,0.9820238315340131,0.9820238315340131,0.9820238315340131
0.9824021049548707,0.9824021049548707,0.9824021049548707,0.9824021049548707,0.9824021049548707,0.9824021049548707,0.9824021049548707,0.9824021049548707,0.9824021049548707,0.9824021049548707,0.9824021049548707,0.9824021049548707,0.9824021049548707
0.17330635195050414,0.17330635195050414,0.17330635195050414,0.17330635195050414,0.17330635195050414,0.17330635195050414,0.17330635195050414,0.17330635195050414,0.17330635195050414,0.17330635195050414,0.17330635195050414,0.17330635195050414,0.17330635195050414
0.30020295333633246,0.30020295333633246,0.30020295333633246,0.30020295333633246,0.30020295333633246,0.30020295333633246,0.30020295333633246,0.30020295333633246,0.30020295333633246,0.30020295333633246,0.30020295333633246,0.30020295333633246,0.30020295333633246
0.770498639942702,0.770498639942702,0.770498639942702,0.770498639942702,0.770498639942702,0.770498639942702,0.770498639942702,0.770498639942702,0.770498639942702,0.770498639942702,0.770498639942702,0.770498639942702,0.770498639942702
0.9344563465543282,0.9344563465543282,0.9344563465543282,0.9344563465543282,0.9344563465543282,0.9344563465543282,0.9344563465543282,0.9344563465543282,0.9344563465543282,0.9344563465543282,0.9344563465543282,0.9344563465543282,0.9344563465543282
0.40351399181246816,0.40351399181246816,0.40351399181246816,0.40351399181246816,0.40351399181246816,0.40351399181246816,0.40351399181246816,0.40351399181246816,0.40351399181246816,0.40351399181246816,0.40351399181246816,0.40351399181246816,0.40351399181246816
0.5547289175918917,0.5547289175918917,0.5547289175918917,0.5547289175918917,0.5547289175918917,0.5547289175918917,0.5547289175918917,0.5547289175918917,0.5547289175918917,0.5547289175918917,0.5547289175918917,0.5547289175918917,0.5547289175918917
0.8789249560420518,0.8789249560420518,0.8789249560420518,0.8789249560420518,0.8789249560420518,0.8789249560420518,0.8789249560420518,0.8789249560420518,0.8789249560420518,0.8789249560420518,0.8789249560420518,0.8789249560420518,0.8789249560420518
0.4588065759528961,0.4588065759528961,0.4588065759528961,0.4588065759528961,0.4588065759528961,0.4588065759528961,0.4588065759528961,0.4588065759528961,0.4588065759528961,0.4588065759528961,0.4588065759528961,0.4588065759528961,0.4588065759528961
0.8654919558170279,0.8654919558170279,0.8654919558170279,0.8654919558170279,0.8654919558170279,0.8654919558170279,0.8654919558170279,0.8654919558170279,0.8654919558170279,0.8654919558170279,0.8654919558170279,0.8654919558170279,0.8654919558170279
0.8980142750691029,0.8980142750691029,0.8980142750691029,0.8980142750691029,0.8980142750691029,0.8980142750691029,0.8980142750691029,0.8980142750691029,0.8980142750691029,0.8980142750691029,0.8980142750691029,0.8980142750691029,0.8980142750691029
0.7970519063245577,0.7970519063245577,0.7970519063245577,0.7970519063245577,0.7970519063245577,0.7970519063245577,0.7970519063245577,0.7970519063245577,0.7970519063245577,0.7970519063245577,0.7970519063245577,0.7970519063245577,0.7970519063245577
0.9933855068768374,0.9933855068768374,0.9933855068768374,0.9933855068768374,0.9933855068768374,0.9933855068768374,0.9933855068768374,0.9933855068768374,0.9933855068768374,0.9933855068768374,0.9933855068768374,0.9933855068768374,0.9933855068768374
0.2874274281872113,0.2874274281872113,0.2874274281872113,0.2874274281872113,0.2874274281872113,0.2874274281872113,0.2874274281872113,0.2874274281872113,0.2874274281872113,0.2874274281872113,0.2874274281872113,0.2874274281872113,0.2874274281872113
0.31413606527787086,0.31413606527787086,0.31413606527787086,0.31413606527787086,0.31413606527787086,0.31413606527787086,0.31413606527787086,0.31413606527787086,0.31413606527787086,0.31413606527787086,0.31413606527787086,0.31413606527787086,0.31413606527787086
0.9214033178920534,0.9214033178920534,0.9214033178920534,0.9214033178920534,0.9214033178920534,0.9214033178920534,0.9214033178920534,0.9214033178920534,0.9214033178920534,0.9214033178920534,0.9214033178920534,0.9214033178920534,0.9214033178920534
0.6608199992318599,0.6608199992318599,0.6608199992318599,0.6608199992318599,0.6608199992318599,0.6608199992318599,0.6608199992318599,0.6608199992318599,0.6608199992318599,0.6608199992318599,0.6608199992318599,0.6608199992318599,0.6608199992318599
0.5992138576114712,0.5992138576114712,0.5992138576114712,0.5992138576114712,0.5992138576114712,0.5992138576114712,0.5992138576114712,0.5992138576114712,0.5992138576114712,0.5992138576114712,0.5992138576114712,0.5992138576114712,0.5992138576114712
0.6491019202553683,0.6491019202553683,0.6491019202553683,0.6491019202553683,0.6491019202553683,0.6491019202553683,0.6491019202553683,0.6491019202553683,0.6491019202553683,0.6491019202553683,0.6491019202553683,0.6491019202553683,0.6491019202553683
0.8652993116006014,0.8652993116006014,0.8652993116006014,0.8652993116006014,0.8652993116006014,0.8652993116006014,0.8652993116006014,0.8652993116006014,0.8652993116006014,0.8652993116006014,0.8652993116006014,0.8652993116006014,0.8652993116006014
0.8778798632660132,0.8778798632660132,0.8778798632660132,0.8778798632660132,0.8778798632660132,0.8778798632660132,0.8778798632660132,0.8778798632660132,0.8778798632660132,0.8778798632660132,0.8778798632660132,0.8778798632660132,0.8778798632660132
0.3498005647264125,0.3498005647264125,0.3498005647264125,0.3498005647264125,0.3498005647264125,0.3498005647264125,0.3498005647264125,0.3498005647264125,0.3498005647264125,0.3498005647264125,0.3498005647264125,0.3498005647264125,0.3498005647264125
0.7072770646141061,0.7072770646141061,0.7072770646141061,0.7072770646141061,0.7072770646141061,0.7072770646141061,0.7072770646141061,0.7072770646141061,0.7072770646141061,0.7072770646141061,0.7072770646141061,0.7072770646141061,0.7072770646141061
0.23289389919162606,0.23289389919162606,0.23289389919162606,0.23289389919162606,0.23289389919162606,0.23289389919162606,0.23289389919162606,0.23289389919162606,0.23289389919162606,0.23289389919162606,0.23289389919162606,0.23289389919162606,0.23289389919162606
0.5215408723315194,0.5215408723315194,0.5215408723315194,0.5215408723315194,0.5215408723315194,0.5215408723315194,0.5215408723315194,0.5215408723315194,0.5215408723315194,0.5215408723315194,0.5215408723315194,0.5215408723315194,0.5215408723315194
0.6887959056325789,0.6887959056325789,0.6887959056325789,0.6887959056325789,0.6887959056325789,0.6887959056325789,0.6887959056325789,0.6887959056325789,0.6887959056325789,0.6887959056325789,0.6887959056325789,0.6887959056325789,0.6887959056325789
0.7727074508995686,0.7727074508995686,0.7727074508995686,0.7727074508995686,0.7727074508995686,0.7727074508995686,0.7727074508995686,0.7727074508995686,0.7727074508995686,0.7727074508995686,0.7727074508995686,0.7727074508995686,0.7727074508995686
0.5257762239908809,0.5257762239908809,0.5257762239908809,0.5257762239908809,0.5257762239908809,0.5257762239908809,0.5257762239908809,0.5257762239908809,0.5257762239908809,0.5257762239908809,0.5257762239908809,0.5257762239908809,0.5257762239908809
0.32698732592140994,0.32698732592140994,0.32698732592140994,0.32698732592140994,0.32698732592140994,0.32698732592140994,0.32698732592140994,0.32698732592140994,0.32698732592140994,0.32698732592140994,0.32698732592140994,0.32698732592140994,0.32698732592140994
0.20531146047432902,0.20531146047432902,0.20531146047432902,0.20531146047432902,0.20531146047432902,0.20531146047432902,0.20531146047432902,0.20531146047432902,0.20531146047432902,0.20531146047432902,0.20531146047432902,0.20531146047432902,0.20531146047432902
0.45435371835700417,0.45435371835700417,0.45435371835700417,0.45435371835700417,0.45435371835700417,0.45435371835700417,0.45435371835700417,0.45435371835700417,0.45435371835700417,0.45435371835700417,0.45435371835700417,0.45435371835700417,0.45435371835700417
0.4802958079558961,0.4802958079558961,0.4802958079558961,0.4802958079558961,0.4802958079558961,0.4802958079558961,0.4802958079558961,0.4802958079558961,0.4802958079558961,0.4802958079558961,0.4802958079558961,0.4802958079558961,0.4802958079558961
0.6407864018782677,0.6407864018782677,0.6407864018782677,0.6407864018782677,0.6407864018782677,0.6407864018782677,0.6407864018782677,0.6407864018782677,0.6407864018782677,0.6407864018782677,0.6407864018782677,0.6407864018782677,0.6407864018782677
0.8958844715547162,0.8958844715547162,0.8958844715547162,0.8958844715547162,0.8958844715547162,0.8958844715547162,0.8958844715547162,0.8958844715547162,0.8958844715547162,0.8958844715547162,0.8958844715547162,0.8958844715547162,0.8958844715547162
0.6196541050952564,0.6196541050952564,0.6196541050952564,0.6196541050952564,0.6196541050952564,0.6196541050952564,0.6196541050952564,0.6196541050952564,0.6196541050952564,0.6196541050952564,0.6196541050952564,0.6196541050952564,0.6196541050952564
0.47973727862505733,0.47973727862505733,0.47973727862505733,0.47973727862505733,0.47973727862505733,0.47973727862505733,0.47973727862505733,0.47973727862505733,0.47973727862505733,0.47973727862505733,0.47973727862505733,0.47973727862505733,0.47973727862505733
0.6009398063312101,0.6009398063312101,0.6009398063312101,0.6009398063312101,0.6009398063312101,0.6009398063312101,0.6009398063312101,0.6009398063312101,0.6009398063312101,0.6009398063312101,0.6009398063312101,0.6009398063312101,0.6009398063312101
0.7839858038191736,0.7839858038191736,0.7839858038191736,0.7839858038191736,0.7839858038191736,0.7839858038191736,0.7839858038191736,0.7839858038191736,0.7839858038191736,0.7839858038191736,0.7839858038191736,0.7839858038191736,0.7839858038191736
0.41241282472839275,0.41241282472839275,0.41241282472839275,0.41241282472839275,0.41241282472839275,0.41241282472839275,0.41241282472839275,0.41241282472839275,0.41241282472839275,0.41241282472839275,0.41241282472839275,0.41241282472839275,0.41241282472839275
0.536931664902309,0.536931664902309,0.536931664902309,0.536931664902309,0.536931664902309,0.536931664902309,0.536931664902309,0.536931664902309,0.536931664902309,0.536931664902309,0.536931664902309,0.536931664902309,0.536931664902309
0.376030666573735,0.376030666573735,0.376030666573735,0.376030666573735,0.376030666573735,0.376030666573735,0.376030666573735,0.376030666573735,0.376030666573735,0.376030666573735,0.376030666573735,0.376030666573735,0.376030666573735
0.8850598038953195,0.8850598038953195,0.8850598038953195,0.8850598038953195,0.8850598038953195,0.8850598038953195,0.8850598038953195,0.8850598038953195,0.8850598038953195,0.8850598038953195,0.8850598038953195,0.8850598038953195,0.8850598038953195
0.8003835511582763,0.8003835511582763,0.8003835511582763,0.8003835511582763,0.8003835511582763,0.8003835511582763,0.8003835511582763,0.8003835511582763,0.8003835511582763,0.8003835511582763,0.8003835511582763,0.8003835511582763,0.8003835511582763
0.663666362434212,0.663666362434212,0.663666362434212,0.663666362434212,0.663666362434212,0.663666362434212,0.663666362434212,0.663666362434212,0.663666362434212,0.663666362434212,0.663666362434212,0.663666362434212,0.663666362434212
0.5046042271427726,0.5046042271427726,0.5046042271427726,0.5046042271427726,0.5046042271427726,0.5046042271427726,0.5046042271427726,0.5046042271427726,0.5046042271427726,0.5046042271427726,0.5046042271427726,0.5046042271427726,0.5046042271427726
0.7528637127611912,0.7528637127611912,0.7528637127611912,0.7528637127611912,0.7528637127611912,0.7528637127611912,0.7528637127611912,0.7528637127611912,0.7528637127611912,0.7528637127611912,0.7528637127611912,0.7528637127611912,0.7528637127611912
0.4835228998819606,0.4835228998819606,0.4835228998819606,0.4835228998819606,0.4835228998819606,0.4835228998819606,0.4835228998819606,0.4835228998819606,0.4835228998819606,0.4835228998819606,0.4835228998819606,0.4835228998819606,0.4835228998819606
0.25384269068674464,0.25384269068674464,0.25384269068674464,0.25384269068674464,0.25384269068674464,0.25384269068674464,0.25384269068674464,0.25384269068674464,0.25384269068674464,0.25384269068674464,0.25384269068674464,0.25384269068674464,0.25384269068674464
0.6179168159489843,0.6179168159489843,0.6179168159489843,0.6179168159489843,0.6179168159489843,0.6179168159489843,0.6179168159489843,0.6179168159489843,0.6179168159489843,0.6179168159489843,0.6179168159489843,0.6179168159489843,0.6179168159489843
0.8722529685894471,0.8722529685894471,0.8722529685894471,0.8722529685894471,0.8722529685894471,0.8722529685894471,0.8722529685894471,0.8722529685894471,0.8722529685894471,0.8722529685894471,0.8722529685894471,0.8722529685894471,0.8722529685894471
0.2832277789138245,0.2832277789138245,0.2832277789138245,0.2832277789138245,0.2832277789138245,0.2832277789138245,0.2832277789138245,0.2832277789138245,0.2832277789138245,0.2832277789138245,0.2832277789138245,0.2832277789138245,0.2832277789138245
0.7817824782040448,0.7817824782040448,0.7817824782040448,0.7817824782040448,0.7817824782040448,0.7817824782040448,0.7817824782040448,0.7817824782040448,0.7817824782040448,0.7817824782040448,0.7817824782040448,0.7817824782040448,0.7817824782040448
0.9968284912671325,0.9968284912671325,0.9968284912671325,0.9968284912671325,0.9968284912671325,0.9968284912671325,0.9968284912671325,0.9968284912671325,0.9968284912671325,0.9968284912671325,0.9968284912671325,0.9968284912671325,0.9968284912671325
0.6017513707683142,0.6017513707683142,0.6017513707683142,0.6017513707683142,0.6017513707683142,0.6017513707683142,0.6017513707683142,0.6017513707683142,0.6017513707683142,0.6017513707683142,0.6017513707683142,0.6017513707683142,0.6017513707683142
0.8108547284114193,0.8108547284114193,0.8108547284114193,0.8108547284114193,0.8108547284114193,0.8108547284114193,0.8108547284114193,0.8108547284114193,0.8108547284114193,0.8108547284114193,0.8108547284114193,0.8108547284114193,0.8108547284114193
0.8520653012945569,0.8520653012945569,0.8520653012945569,0.8520653012945569,0.8520653012945569,0.8520653012945569,0.8520653012945569,0.8520653012945569,0.8520653012945569,0.8520653012945569,0.8520653012945569,0.8520653012945569,0.8520653012945569
0.7170178917900477,0.7170178917900477,0.7170178917900477,0.7170178917900477,0.7170178917900477,0.7170178917900477,0.7170178917900477,0.7170178917900477,0.7170178917900477,0.7170178917900477,0.7170178917900477,0.7170178917900477,0.7170178917900477
0.5466756647721434,0.5466756647721434,0.5466756647721434,0.5466756647721434,0.5466756647721434,0.5466756647721434,0.5466756647721434,0.5466756647721434,0.5466756647721434,0.5466756647721434,0.5466756647721434,0.5466756647721434,0.5466756647721434
0.9600857362359201,0.9600857362359201,0.9600857362359201,0.9600857362359201,0.9600857362359201,0.9600857362359201,0.9600857362359201,0.9600857362359201,0.9600857362359201,0.9600857362359201,0.9600857362359201,0.9600857362359201,0.9600857362359201
0.16954991191083946,0.16954991191083946,0.16954991191083946,0.16954991191083946,0.16954991191083946,0.16954991191083946,0.16954991191083946,0.16954991191083946,0.16954991191083946,0.16954991191083946,0.16954991191083946,0.16954991191083946,0.16954991191083946
0.07766604433657343,0.07766604433657343,0.07766604433657343,0.07766604433657343,0.07766604433657343,0.07766604433657343,0.07766604433657343,0.07766604433657343,0.07766604433657343,0.07766604433657343,0.07766604433657343,0.07766604433657343,0.07766604433657343
0.6709521951224003,0.6709521951224003,0.6709521951224003,0.6709521951224003,0.6709521951224003,0.6709521951224003,0.6709521951224003,0.6709521951224003,0.6709521951224003,0.6709521951224003,0.6709521951224003,0.6709521951224003,0.6709521951224003
0.38138894204186735,0.38138894204186735,0.38138894204186735,0.38138894204186735,0.38138894204186735,0.38138894204186735,0.38138894204186735,0.38138894204186735,0.38138894204186735,0.38138894204186735,0.38138894204186735,0.38138894204186735,0.38138894204186735
0.6885595687812964,0.6885595687812964,0.6885595687812964,0.6885595687812964,0.6885595687812964,0.6885595687812964,0.6885595687812964,0.6885595687812964,0.6885595687812964,0.6885595687812964,0.6885595687812964,0.6885595687812964,0.6885595687812964
0.6686519588934156,0.6686519588934156,0.6686519588934156,0.6686519588934156,0.6686519588934156,0.6686519588934156,0.6686519588934156,0.6686519588934156,0.6686519588934156,0.6686519588934156,0.6686519588934156,0.6686519588934156,0.6686519588934156
0.7607548172114285,0.7607548172114285,0.7607548172114285,0.7607548172114285,0.7607548172114285,0.7607548172114285,0.7607548172114285,0.7607548172114285,0.7607548172114285,0.7607548172114285,0.7607548172114285,0.7607548172114285,0.7607548172114285
0.43085435348307777,0.43085435348307777,0.43085435348307777,0.43085435348307777,0.43085435348307777,0.43085435348307777,0.43085435348307777,0.43085435348307777,0.43085435348307777,0.43085435348307777,0.43085435348307777,0.43085435348307777,0.43085435348307777
0.6001306520657642,0.6001306520657642,0.6001306520657642,0.6001306520657642,0.6001306520657642,0.6001306520657642,0.6001306520657642,0.6001306520657642,0.6001306520657642,0.6001306520657642,0.6001306520657642,0.6001306520657642,0.6001306520657642
0.5159929051591956,0.5159929051591956,0.5159929051591956,0.5159929051591956,0.5159929051591956,0.5159929051591956,0.5159929051591956,0.5159929051591956,0.5159929051591956,0.5159929051591956,0.5159929051591956,0.5159929051591956,0.5159929051591956
